n[n:1](-[CX3])c	6	0.04788
n[n:1](-[!#6])c	4	0.04109
n[n:1]([!#6])cc	4	0.04109
n[n:1]([CH3])cc	6	0.04788
[#7][#7:1][#6]	8	0.05286
[#6][n:1][#16X3]	4	0.04109
[#6][#6]([#6])[nX3:1][#16]	4	0.04109
[#6][#6]([#6])[n:1][#16]	4	0.04109
[#16][#6][n:1][#16X2]	4	0.04109
[#7,#8][#6][n:1][#16]	6	0.04788
[#6][n:1](a)[#16]	4	0.04109
[#6][#7:1][#16]	6	0.04788
[#6][NH1:1][#8]	6	0.04788
[#6]([C])[N+:1][#8]	6	0.04788
[c]([#8])[N+:1][#8]	4	0.04109
[H][c]([H])nc(c([c]([H])[H])N([H])[H])[N+:1](=O)[O-]	6	0.04788
[n][c]([s])[N+:1](=[O])[O-]	4	0.04109
n[c][c]([n])[N+:1](=[O])[O-]	6	0.04788
[C]([#8])[N+:1][#8]	6	0.04788
[c][n][c]([c]([c])[N])[N+:1](=[O])[O-]	4	0.04109
[n]c(c(c[c])[N+:1](=O)[O-])N	4	0.04109
[#6]([*])[N+:1][#8]	7	0.05023
[#6]([cr])[#7:1][o][n]	6	0.04788
[#6]([cr])[#7:1][#8]	6	0.04788
[#6][#7:1][#8]	4	0.04109
[cH]([c][n])[n:1][c]=C	6	0.04788
[cH][n:1][c]=C	4	0.04109
[#6][n:1][#6]=C	7	0.05023
[n][#6H0]([cH])[n:1][#6H0]([c])[n]	3	0.03795
[n][#6H0]([c])[n:1][#6H0]([cH])[n]	3	0.03795
[n][#6H0]([CX4H1])[n:1][#6H0]([C])[n]	8	0.05286
[n][#6H0]([crH])[n:1][#6H0]([CX4H2])[n]	4	0.04109
[n][#6H0]([c]-[#8,#7,F,Br,I])[n:1][#6H0]([*])[n]	6	0.04788
[n][#6H0]([c])[n:1][c]([c])[n][o]	6	0.04788
[n][#6H0]([c])[n:1][c]([c])[n][n]	6	0.04788
[n][#6H0]([C])[n:1][#6H0]([CX4H1])[n]	6	0.04788
[n][#6H0]([cr5H0])[n:1][#6H0]([CX4H2])[n]	5	0.04337
[n][#6H0]([cr6H0])[n:1][#6H0]([CX4H2])[n]	7	0.05023
[n][#6H0]([#6])[n:1][#6H0]([CX4H1])[n]	4	0.04109
[n][#6H0][n:1](*)[#6H0][n]	4	0.04109
[n][#6H0][n:1][#6H0][n]	6	0.04788
[cH][n][cH][n:1][cH][n][c]	4	0.04109
[n][#6H1][n:1]([c])[#6H1][n]	8	0.05286
[n][#6H1][n:1][#6H1][n]	4	0.04109
[n][#6][nX3:1][#6][n]	7	0.05023
[n][#6][n:1][#6][n]	6	0.04788
[n][#6]([A&!#6&!#1])[n:1](F)[#6]	6	0.04788
[n][#6]([A&!#6&!#1])[n:1](*)[c]=[O,N]	6	0.04788
[n][#6]([A&!#6&!#1])[n:1](*)[c]=[NH]	3	0.03795
[n][#6]([A&!#6&!#1])[n:1][c]=[NH]	6	0.04788
[n][#6]([A&!#6&!#1])[n:1][#6]=*	4	0.04109
[n][c]([O]-[CX4H1,CX4H2,CX4H0])[n:1]([!#6])[#6]	6	0.04788
[n][#6]([OH])[n:1][#6]	6	0.04788
[n][#6]([O,N])[n:1]([!#6])[#6]	6	0.04788
[n][#6]([O,N])[n:1]([CX4H3])[#6]	5	0.04337
[n][#6]([N,O])[nR2:1][#6]	7	0.05023
[n][#6]([N,O])[n:1][#6]	6	0.04788
[n][c]([#16])[n:1]([*])[c]	6	0.04788
[n][#6]([F])[nR2:1][#6]	7	0.05023
[n][c]([F,Br,Cl,I])[n:1]([nr5])[c]	7	0.05023
[n][#6]([A&!#6&!#1])[n:1][#6]	7	0.05023
[o,s][#6][n:1][#6][n][#6][Br,Cl,F]	7	0.05023
[o,s][#6][nX3:1][#6][n]	8	0.05286
[o,s][#6][n:1][#6][n]	8	0.05286
[#6][nR2:1][C][#6]	6	0.04788
[#6](~[O,N,Cl,F])[nr5R2:1][#6]([F,Cl,O,N])	8	0.05286
[#6](~[O,Cl,F])[n:1][#6]([F,Cl,O])	3	0.03795
[#6](~[O,N,Cl,F])[nr5:1][#6]([F,Cl,O,N])	3	0.03795
[#6](~[O,N])[nr5R2:1][#6]	7	0.05023
[#6](~[O,N])[nr5:1][#6]	6	0.04788
[#6](~[N,O])[n:1](a)[#6]	6	0.04788
[c]([SH0])[n:1](*)[c]	6	0.04788
[c]([SH])[n:1]([C])[c]	6	0.04788
[n]1[#6]([O,N])[n:1][#6]cc1	6	0.04788
[#6]([#16])[#6][n:1][#6][#16]	6	0.04788
[#6]([!#16])[#6][nr5:1][#6][#16]	6	0.04788
[c][c][n:1][c][s][nr]	6	0.04788
[N:1]c1ccccc1Cl   3 0.03795
[c][c][n:1][c][s][nH]	7	0.05023
Cc1cccc[n:1]1 	6	0.04788
Cc1ccc[n:1]c1	6	0.04788
Cc1cc[n:1]cc1	6	0.04788
c[nr6:1]c	6	0.04788
[N:1]C1CCCCC1 3 	0.03795
[N:1][cr6] 3 	0.03795
CC(C)[N:1]C(C)C 	4	0.04109
CC[N:1]CC  4	0.04109
CC[N:1]   	2	0.03306
C~O[N+:1](=O)[O-]  	2	0.03306
Cn1cc[n:1]c1  6	0.04788
n1cc[n:1]c1  6	0.04788
[N:1]c1cccnc1 3 	0.03795
CC(=[N:1])O   	5	0.04337
[N:1]=S1(=O)CCCC1 	7	0.05023
[N:1]OC   2	0.03306
COC(=O)[C-][N+]#[N:1]  	8	0.05286
[N:1]=C1NCCO1  3 	0.03795
CCOC(=[N:1])OCC   	5	0.04337 
[N:1]C=O   	2	0.03306
c([N:1]#N)c[O-]  8	0.05286
CN(C)[N:1] 	2	0.03306
Cn1nnc([N:1])n1  2	0.03306
[N:1]Nc1ccccc1  3 	0.03795
[N:1]n1cnnn1  2	0.03306
CCCN([N:1]=O)NCC 4	0.04109
Cn1nc([N+](=O)[O-])c([N+]#[N:1])c1[O-] 8 0.05286
