C#C[I:1]	1	0.16
[#7,#8][I:1]	1	0.16
[I:1]C=[#7]	1	0.16
[I:1]C[#7,#8]	1	0.16
[I:1]C[#16]	1	0.16
[I:1]C=C	1	0.16
c[I:1]	1  0.16
C[I:1]	1  0.16
[I:1]	1  0.16
